Load,Actuator,Time,Strain
155.2164,21.63889,139.551,-0.3863959
155.2117,21.65278,139.618,-0.3863959
155.2521,21.66667,139.684,-0.3863959
155.1577,21.68056,139.751,-0.3863959
155.2605,21.69444,139.818,-0.3863959
155.2387,21.70833,139.884,-0.3863959
155.2374,21.72222,139.951,-0.3863959
155.2242,21.73611,140.018,-0.3863959
155.3634,21.75,140.084,-0.3863959
155.2519,21.76389,140.151,-0.3863959
155.2731,21.77778,140.218,-0.3863959
155.2959,21.79167,140.284,-0.3863959
155.2945,21.80555,140.351,-0.3863959
155.2387,21.81944,140.418,-0.3863959
155.3263,21.83333,140.484,-0.3863959
155.3933,21.84722,140.551,-0.3863959
155.3016,21.86111,140.618,-0.3863959
155.432,21.875,140.684,-0.3863959
155.3564,21.88889,140.751,-0.3863959
155.347,21.90278,140.818,-0.3863959
155.2965,21.91667,140.884,-0.3863959
155.4672,21.93055,140.951,-0.3863959
155.3171,21.94444,141.018,-0.3863959
155.4578,21.95833,141.084,-0.3863959
155.4366,21.97222,141.151,-0.3863959
155.4441,21.98611,141.218,-0.3863959
155.3908,22,141.284,-0.3863959
155.4897,22.01389,141.351,-0.3863959
155.4209,22.02778,141.418,-0.3863959
155.4915,22.04167,141.484,-0.3863959
155.4354,22.05556,141.551,-0.3863959
155.5609,22.06944,141.618,-0.3863959
155.5375,22.08333,141.684,-0.3863959
155.5161,22.09722,141.751,-0.3863959
155.5446,22.11111,141.818,-0.3863959
155.562,22.125,141.884,-0.3863959
155.5591,22.13889,141.951,-0.3863959
155.5304,22.15278,142.018,-0.3863959
155.6204,22.16667,142.084,-0.3863959
155.5308,22.18056,142.151,-0.3863959
155.6318,22.19445,142.218,-0.3863959
155.6102,22.20833,142.284,-0.3863959
155.6525,22.22222,142.351,-0.3863959
155.5331,22.23611,142.418,-0.3863959
155.6681,22.25,142.484,-0.3863959
155.6618,22.26389,142.551,-0.3863959
155.6497,22.27778,142.618,-0.3863959
155.718,22.29167,142.684,-0.3863959
155.7129,22.30556,142.751,-0.3863959
155.6815,22.32639,142.818,-0.3863959
155.6786,22.34028,142.884,-0.3863959
155.7338,22.35417,142.951,-0.3863959
155.6871,22.36805,143.018,-0.3863959
155.7244,22.38194,143.084,-0.3863959
155.7615,22.39583,143.151,-0.3863959
155.7786,22.40972,143.218,-0.3863959
155.7673,22.42361,143.284,-0.3863959
155.789,22.4375,143.351,-0.3863959
155.8156,22.45139,143.418,-0.3863959
155.8161,22.46528,143.484,-0.3863959
155.792,22.47917,143.551,-0.3863959
155.7884,22.49306,143.618,-0.3863959
155.8546,22.50694,143.684,-0.3863959
155.9093,22.52083,143.751,-0.3863959
155.864,22.53472,143.818,-0.3863959
155.8885,22.54861,143.884,-0.3863959
155.9337,22.5625,143.951,-0.3863959
155.8754,22.57639,144.018,-0.3863959
155.919,22.59028,144.084,-0.3863959
155.9138,22.60417,144.151,-0.3863959
155.8461,22.61806,144.218,-0.3863959
155.8855,22.63195,144.284,-0.3863959
155.9331,22.64583,144.351,-0.3863959
155.8952,22.65972,144.418,-0.3863959
155.9344,22.67361,144.484,-0.3863959
155.9635,22.6875,144.551,-0.3863959
155.9554,22.70139,144.618,-0.3863959
155.9676,22.71528,144.684,-0.3863959
156.0459,22.72917,144.751,-0.3863959
156.0478,22.74306,144.818,-0.3863959
156.0651,22.75695,144.884,-0.3863959
156.0994,22.77083,144.951,-0.3863959
156.0104,22.78472,145.018,-0.3863959
155.9874,22.79861,145.084,-0.3863959
155.9926,22.8125,145.151,-0.3863959
156.0002,22.82639,145.218,-0.3863959
155.8952,22.84722,145.284,-0.3863959
155.723,22.86111,145.351,-0.3863959
155.8524,22.86806,145.418,-0.3863959
156.0228,22.88194,145.484,-0.3863959
156.1042,22.89583,145.551,-0.3863959
156.0993,22.90972,145.618,-0.3863959
156.1472,22.92361,145.684,-0.3863959
156.1755,22.9375,145.751,-0.3863959
156.1341,22.95139,145.818,-0.3863959
156.1478,22.96528,145.884,-0.3863959
156.1635,22.97917,145.951,-0.3863959
156.1416,22.99306,146.018,-0.3863959
156.1282,23.00694,146.084,-0.3863959
156.1665,23.02083,146.151,-0.3863959
156.1469,23.03472,146.218,-0.3863959
156.191,23.04861,146.284,-0.3863959
156.236,23.0625,146.351,-0.3863959
156.2131,23.07639,146.418,-0.3863959
156.2123,23.09028,146.484,-0.3863959
156.2575,23.10417,146.551,-0.3863959
156.2015,23.11806,146.618,-0.3863959
156.1873,23.13889,146.684,-0.3863959
156.2313,23.15278,146.751,-0.3863959
156.2048,23.16667,146.818,-0.3863959
156.2327,23.17361,146.884,-0.3863959
156.3053,23.19445,146.951,-0.3863959
156.2618,23.20833,147.018,-0.3863959
156.2547,23.22222,147.084,-0.3863959
156.3178,23.23611,147.151,-0.3863959
156.268,23.25,147.218,-0.3863959
156.2743,23.26389,147.284,-0.3863959
156.3438,23.27778,147.351,-0.3863959
156.3063,23.29167,147.418,-0.3863959
156.3269,23.30556,147.484,-0.3863959
156.3638,23.31944,147.551,-0.3863959
156.3386,23.33333,147.618,-0.3863959
156.3357,23.34722,147.684,-0.3863959
156.4183,23.36111,147.751,-0.3863959
156.3834,23.375,147.818,-0.3863959
156.3847,23.38889,147.884,-0.3863959
156.4335,23.40278,147.951,-0.3863959
156.416,23.41667,148.018,-0.3863959
156.4249,23.43056,148.084,-0.3863959
156.4541,23.44444,148.151,-0.3863959
156.43,23.45833,148.218,-0.3863959
156.4203,23.47222,148.284,-0.3863959
156.4776,23.48611,148.351,-0.3863959
156.4529,23.5,148.418,-0.3863959
156.4823,23.51389,148.484,-0.3863959
156.5262,23.52778,148.551,-0.3863959
156.5071,23.54167,148.618,-0.3863959
156.4695,23.55556,148.684,-0.3863959
156.5338,23.56944,148.751,-0.3863959
156.4589,23.58333,148.818,-0.3863959
156.4946,23.59722,148.884,-0.3863959
156.5159,23.61111,148.951,-0.3863959
156.5457,23.625,149.018,-0.3863959
156.5248,23.63889,149.084,-0.3863959
156.5831,23.65278,149.151,-0.3863959
156.5147,23.66667,149.218,-0.3863959
156.5174,23.68055,149.284,-0.3863959
156.525,23.69444,149.351,-0.3863959
156.5386,23.70833,149.418,-0.3863959
156.5135,23.72222,149.484,-0.3863959
156.6056,23.73611,149.551,-0.3863959
156.5555,23.75,149.618,-0.3863959
156.552,23.76389,149.684,-0.3863959
156.585,23.77778,149.751,-0.3863959
156.5723,23.79167,149.818,-0.3863959
156.5485,23.80555,149.884,-0.3863959
156.5993,23.81944,149.951,-0.3863959
156.6081,23.83333,150.018,-0.3863959
156.6077,23.84722,150.084,-0.3863959
156.6479,23.86111,150.151,-0.3863959
156.632,23.875,150.218,-0.3863959
156.5959,23.88889,150.284,-0.3863959
156.6833,23.90278,150.351,-0.3863959
156.6499,23.91667,150.418,-0.3863959
156.6292,23.93056,150.484,-0.3863959
156.6632,23.94444,150.551,-0.3863959
156.6768,23.95833,150.618,-0.3863959
156.6628,23.97222,150.684,-0.3863959
156.7083,23.99306,150.751,-0.3863959
156.6656,24.00694,150.818,-0.3863959
156.6577,24.02083,150.884,-0.3863959
156.6907,24.03472,150.951,-0.3863959
156.6753,24.04861,151.018,-0.3863959
156.6609,24.0625,151.084,-0.3863959
156.725,24.07639,151.151,-0.3863959
156.7338,24.09028,151.218,-0.3863959
156.7061,24.10417,151.284,-0.3863959
156.7378,24.11805,151.351,-0.3863959
156.7495,24.13194,151.418,-0.3863959
156.7143,24.14583,151.484,-0.3863959
156.7532,24.15972,151.551,-0.3863959
156.7588,24.17361,151.618,-0.3863959
156.7888,24.1875,151.684,-0.3863959
156.8133,24.20139,151.751,-0.3863959
156.8283,24.21528,151.818,-0.3863959
156.7718,24.22917,151.884,-0.3863959
156.8156,24.24305,151.951,-0.3863959
156.8295,24.25694,152.018,-0.3863959
156.8017,24.27083,152.084,-0.3863959
156.8642,24.28472,152.151,-0.3863959
156.8589,24.29861,152.218,-0.3863959
156.8608,24.3125,152.284,-0.3863959
156.88,24.32639,152.351,-0.3863959
156.8746,24.34028,152.418,-0.3863959
156.8381,24.35417,152.484,-0.3863959
156.8751,24.36806,152.551,-0.3863959
156.8674,24.38194,152.618,-0.3863959
156.8855,24.39583,152.684,-0.3863959
156.9246,24.40972,152.751,-0.3863959
156.9259,24.42361,152.818,-0.3863959
156.8902,24.4375,152.884,-0.3863959
156.9014,24.45139,152.951,-0.3863959
156.8759,24.46528,153.018,-0.3863959
156.8749,24.47917,153.084,-0.3863959
156.8912,24.49306,153.151,-0.3863959
156.8886,24.50695,153.218,-0.3863959
156.9141,24.52083,153.284,-0.3863959
156.9525,24.53472,153.351,-0.3863959
156.9398,24.54861,153.418,-0.3863959
156.8693,24.5625,153.484,-0.3863959
156.8971,24.57639,153.551,-0.3863959
156.898,24.59028,153.618,-0.3863959
156.8798,24.60417,153.684,-0.3863959
156.9493,24.61806,153.751,-0.3863959
156.9754,24.63194,153.818,-0.3863959
156.9284,24.64583,153.884,-0.3863959
156.9541,24.65972,153.951,-0.3863959
156.9599,24.67361,154.018,-0.3863959
156.9087,24.6875,154.084,-0.3863959
156.9483,24.70139,154.151,-0.3863959
156.9792,24.71528,154.218,-0.3863959
156.9539,24.72917,154.284,-0.3863959
156.9951,24.74306,154.351,-0.3863959
157.0103,24.75694,154.418,-0.3863959
156.9883,24.77083,154.484,-0.3863959
157.0226,24.78472,154.551,-0.3863959
157.0176,24.80556,154.618,-0.3863959
156.9807,24.8125,154.684,-0.3863959
157.0278,24.82639,154.751,-0.3863959
157.0578,24.84028,154.818,-0.3863959
157.0329,24.85417,154.884,-0.3863959
157.0637,24.86806,154.951,-0.3863959
157.0677,24.88889,155.018,-0.3863959
157.0289,24.89583,155.084,-0.3863959
157.0921,24.91667,155.151,-0.3863959
157.0862,24.93056,155.218,-0.3863959
157.0774,24.94445,155.284,-0.3863959
157.1224,24.95139,155.351,-0.3863959
157.1296,24.97222,155.418,-0.3863959
157.0789,24.98611,155.484,-0.3863959
157.0965,25,155.551,-0.3863959
157.1268,25.01389,155.618,-0.3863959
157.1005,25.02778,155.684,-0.3863959
157.1258,25.04167,155.751,-0.3863959
157.1302,25.05556,155.818,-0.3863959
157.1168,25.06945,155.884,-0.3863959
157.1578,25.08333,155.951,-0.3863959
157.1888,25.09722,156.018,-0.3863959
157.1448,25.11111,156.084,-0.3863959
157.1554,25.125,156.151,-0.3863959
157.16,25.13889,156.218,-0.3863959
157.1359,25.15278,156.284,-0.3863959
157.1629,25.16667,156.351,-0.3863959
157.1848,25.18056,156.418,-0.3863959
157.1607,25.19444,156.484,-0.3863959
157.2252,25.20833,156.551,-0.3863959
157.173,25.22222,156.618,-0.3863959
157.1846,25.23611,156.684,-0.3863959
157.141,25.25,156.751,-0.3863959
157.2052,25.26389,156.818,-0.3863959
157.1342,25.27778,156.884,-0.3863959
157.2318,25.29167,156.951,-0.3863959
157.1997,25.30556,157.018,-0.3863959
157.2354,25.31944,157.084,-0.3863959
157.1766,25.33333,157.151,-0.3863959
157.2668,25.34722,157.218,-0.3863959
157.1803,25.36111,157.284,-0.3863959
157.2187,25.375,157.351,-0.3863959
157.1916,25.38889,157.418,-0.3863959
157.2305,25.40278,157.484,-0.3863959
157.2236,25.41667,157.551,-0.3863959
157.2497,25.43056,157.618,-0.3863959
157.1987,25.44444,157.684,-0.3863959
157.226,25.45833,157.751,-0.3863959
157.2449,25.47222,157.818,-0.3863959
157.1854,25.48611,157.884,-0.3863959
157.2591,25.5,157.951,-0.3863959
157.3204,25.51389,158.018,-0.3863959
157.2504,25.52778,158.084,-0.3863959
157.2573,25.54167,158.151,-0.3863959
157.3299,25.55555,158.218,-0.3863959
157.2335,25.56944,158.284,-0.3863959
157.2517,25.58333,158.351,-0.3863959
157.2657,25.59722,158.418,-0.3863959
157.2708,25.61111,158.484,-0.3863959
157.2723,25.625,158.551,-0.3863959
157.369,25.63889,158.618,-0.3863959
157.315,25.65278,158.684,-0.3863959
157.3,25.66667,158.751,-0.3863959
157.2997,25.68056,158.818,-0.3863959
157.3057,25.69444,158.884,-0.3863959
157.2856,25.70833,158.951,-0.3863959
157.2611,25.72222,159.018,-0.3863959
157.3147,25.73611,159.084,-0.3863959
157.3174,25.75,159.151,-0.3863959
157.3462,25.76389,159.218,-0.3863959
157.3195,25.78472,159.284,-0.3863959
157.3595,25.79861,159.351,-0.3863959
157.3252,25.8125,159.418,-0.3863959
157.3621,25.82639,159.484,-0.3863959
157.3608,25.84028,159.551,-0.3863959
157.3874,25.85417,159.618,-0.3863959
157.3214,25.86806,159.684,-0.3863959
157.3706,25.88194,159.751,-0.3863959
157.3474,25.89583,159.818,-0.3863959
157.3126,25.90972,159.884,-0.3863959
157.3344,25.92361,159.951,-0.3863959
157.4106,25.9375,160.018,-0.3863959
157.3378,25.95139,160.084,-0.3863959
157.3989,25.96528,160.151,-0.3863959
157.4199,25.97917,160.218,-0.3863959
157.3644,25.99305,160.284,-0.3863959
157.3677,26.00694,160.351,-0.3863959
157.4169,26.02083,160.418,-0.3863959
157.3898,26.03472,160.484,-0.3863959
157.3595,26.04861,160.551,-0.3863959
157.4334,26.0625,160.618,-0.3863959
157.3965,26.07639,160.684,-0.3863959
157.4173,26.09028,160.751,-0.3863959
157.4368,26.10417,160.818,-0.3863959
157.4895,26.11805,160.884,-0.3863959
157.4133,26.13194,160.951,-0.3863959
157.4237,26.14583,161.018,-0.3863959
157.4302,26.15972,161.084,-0.3863959
157.4353,26.17361,161.151,-0.3863959
157.4205,26.1875,161.218,-0.3863959
157.4325,26.20139,161.284,-0.3863959
157.4686,26.21528,161.351,-0.3863959
157.4374,26.22917,161.418,-0.3863959
157.4013,26.24306,161.484,-0.3863959
157.4292,26.25694,161.551,-0.3863959
157.434,26.27083,161.618,-0.3863959
157.4425,26.28472,161.684,-0.3863959
157.4964,26.29861,161.751,-0.3863959
157.4932,26.3125,161.818,-0.3863959
157.4493,26.32639,161.884,-0.3863959
157.3872,26.34028,161.951,-0.3863959
157.4751,26.35417,162.018,-0.3863959
157.358,26.36806,162.084,-0.3863959
157.4601,26.38195,162.151,-0.3863959
157.452,26.39583,162.218,-0.3863959
157.468,26.40972,162.284,-0.3863959
157.4332,26.42361,162.351,-0.3863959
157.5359,26.4375,162.418,-0.3863959
157.4419,26.45139,162.484,-0.3863959
157.4568,26.46528,162.551,-0.3863959
157.4443,26.47917,162.618,-0.3863959
157.4343,26.49306,162.684,-0.3863959
157.4398,26.50694,162.751,-0.3863959
157.4966,26.52083,162.818,-0.3863959
157.4899,26.53472,162.884,-0.3863959
157.4541,26.54861,162.951,-0.3863959
157.4988,26.5625,163.018,-0.3863959
157.4663,26.57639,163.084,-0.3863959
157.5282,26.59028,163.151,-0.3863959
157.4827,26.60417,163.218,-0.3863959
157.5327,26.61806,163.284,-0.3863959
157.5098,26.63889,163.351,-0.3863959
157.5002,26.65278,163.418,-0.3863959
157.4447,26.66667,163.484,-0.3863959
157.5054,26.68056,163.551,-0.3863959
157.5005,26.69444,163.618,-0.3863959
157.4842,26.70833,163.684,-0.3863959
157.5065,26.72222,163.751,-0.3863959
157.5698,26.72917,163.818,-0.3863959
157.5303,26.75,163.884,-0.3863959
157.5446,26.76389,163.951,-0.3863959
157.6025,26.77778,164.018,-0.3863959
157.4982,26.79167,164.084,-0.3863959
157.5372,26.80556,164.151,-0.3863959
157.5325,26.81945,164.218,-0.3863959
157.5326,26.83333,164.284,-0.3863959
157.4747,26.84722,164.351,-0.3863959
157.5629,26.86111,164.418,-0.3863959
157.5162,26.875,164.484,-0.3863959
157.538,26.88889,164.551,-0.3863959
157.5563,26.90278,164.618,-0.3863959
157.5858,26.91667,164.684,-0.3863959
157.5533,26.93056,164.751,-0.3863959
157.5966,26.94444,164.818,-0.3863959
157.5712,26.95833,164.884,-0.3863959
157.5746,26.97222,164.951,-0.3863959
157.5619,26.98611,165.018,-0.3863959
157.5784,27,165.084,-0.3863959
157.5984,27.01389,165.151,-0.3863959
157.563,27.02778,165.218,-0.3863959
157.5893,27.04167,165.284,-0.3863959
157.6015,27.05556,165.351,-0.3863959
157.6429,27.06944,165.418,-0.3863959
157.5,27.08333,165.484,-0.3863959
157.4849,27.09722,165.551,-0.3863959
157.4323,27.11111,165.618,-0.3863959
157.4825,27.125,165.684,-0.3863959
157.4936,27.13889,165.751,-0.3863959
157.585,27.15278,165.818,-0.3863959
157.4947,27.16667,165.884,-0.3863959
157.5864,27.18056,165.951,-0.3863959
157.6166,27.19444,166.018,-0.3863959
157.5745,27.20833,166.084,-0.3863959
157.5467,27.22222,166.151,-0.3863959
157.6714,27.23611,166.218,-0.3863959
157.5845,27.25,166.284,-0.3863959
157.5473,27.26389,166.351,-0.3863959
157.6095,27.27778,166.418,-0.3863959
157.6235,27.29167,166.484,-0.3863959
157.5566,27.30556,166.551,-0.3863959
157.5708,27.31944,166.618,-0.3863959
157.5508,27.33333,166.684,-0.3863959
157.5918,27.34722,166.751,-0.3863959
157.5883,27.36111,166.818,-0.3863959
157.5546,27.375,166.884,-0.3863959
157.5639,27.38889,166.951,-0.3863959
157.6124,27.40278,167.018,-0.3863959
157.5803,27.41667,167.084,-0.3863959
157.5809,27.43055,167.151,-0.3863959
157.585,27.44444,167.218,-0.3863959
157.565,27.45833,167.284,-0.3863959
157.557,27.47222,167.351,-0.3863959
157.6163,27.49306,167.418,-0.3863959
157.5493,27.5,167.484,-0.3863959
157.6244,27.51389,167.551,-0.3863959
157.6241,27.52778,167.618,-0.3863959
157.6082,27.54167,167.684,-0.3863959
157.5842,27.5625,167.751,-0.3863959
157.6234,27.57639,167.818,-0.3863959
157.5653,27.59028,167.884,-0.3863959
157.587,27.60417,167.951,-0.3863959
157.605,27.61806,168.018,-0.3863959
157.6082,27.63194,168.084,-0.3863959
157.6088,27.64583,168.151,-0.3863959
157.6493,27.65972,168.218,-0.3863959
157.5989,27.67361,168.284,-0.3863959
157.6238,27.6875,168.351,-0.3863959
157.6313,27.70139,168.418,-0.3863959
157.5855,27.71528,168.484,-0.3863959
157.5996,27.72917,168.551,-0.3863959
157.644,27.74306,168.618,-0.3863959
157.6238,27.75694,168.684,-0.3863959
157.6404,27.77083,168.751,-0.3863959
157.6514,27.78472,168.818,-0.3863959
157.6183,27.79861,168.884,-0.3863959
157.6309,27.8125,168.951,-0.3863959
157.6496,27.82639,169.018,-0.3863959
157.6238,27.84028,169.084,-0.3863959
157.6398,27.85417,169.151,-0.3863959
157.6525,27.86805,169.218,-0.3863959
157.6363,27.88194,169.284,-0.3863959
157.652,27.89583,169.351,-0.3863959
157.65,27.90972,169.418,-0.3863959
157.582,27.92361,169.484,-0.3863959
157.6075,27.9375,169.551,-0.3863959
157.6586,27.95139,169.618,-0.3863959
157.6302,27.96528,169.684,-0.3863959
157.6213,27.97917,169.751,-0.3863959
157.6617,27.99306,169.818,-0.3863959
157.5927,28.00694,169.884,-0.3863959
157.5778,28.02083,169.951,-0.3863959
157.5629,28.03472,170.018,-0.3863959
157.521,28.04861,170.084,-0.3863959
157.5506,28.0625,170.151,-0.3863959
157.6118,28.07639,170.218,-0.3863959
157.5782,28.09028,170.284,-0.3863959
157.5833,28.10417,170.351,-0.3863959
157.5823,28.11806,170.418,-0.3863959
157.5778,28.13195,170.484,-0.3863959
157.5962,28.14583,170.551,-0.3863959
157.6108,28.15972,170.618,-0.3863959
157.5917,28.17361,170.684,-0.3863959
157.5922,28.1875,170.751,-0.3863959
157.6238,28.20139,170.818,-0.3863959
157.5952,28.21528,170.884,-0.3863959
157.5868,28.22917,170.951,-0.3863959
157.6083,28.24306,171.018,-0.3863959
157.5658,28.25695,171.084,-0.3863959
157.5793,28.27083,171.151,-0.3863959
157.6193,28.28472,171.218,-0.3863959
157.6058,28.29861,171.284,-0.3863959
157.6027,28.3125,171.351,-0.3863959
157.6383,28.32639,171.418,-0.3863959
157.603,28.34028,171.484,-0.3863959
157.5945,28.36111,171.551,-0.3863959
157.6045,28.36806,171.618,-0.3863959
157.5909,28.38194,171.684,-0.3863959
157.6037,28.39583,171.751,-0.3863959
157.6536,28.41667,171.818,-0.3863959
157.5824,28.42361,171.884,-0.3863959
157.6184,28.44444,171.951,-0.3863959
157.6151,28.45833,172.018,-0.3863959
157.5789,28.47222,172.084,-0.3863959
157.5917,28.48611,172.151,-0.3863959
157.6105,28.5,172.218,-0.3863959
157.5881,28.51389,172.284,-0.3863959
157.5882,28.52778,172.351,-0.3863959
157.6165,28.54167,172.418,-0.3863959
157.585,28.55556,172.484,-0.3863959
157.5918,28.56945,172.551,-0.3863959
157.6175,28.58333,172.618,-0.3863959
157.5958,28.59722,172.684,-0.3863959
157.602,28.61111,172.751,-0.3863959
157.6218,28.625,172.818,-0.3863959
157.6116,28.63889,172.884,-0.3863959
157.5921,28.65278,172.951,-0.3863959
157.6336,28.66667,173.018,-0.3863959
157.6076,28.68056,173.084,-0.3863959
157.5713,28.69445,173.151,-0.3863959
157.6158,28.70833,173.218,-0.3863959
157.5779,28.72222,173.284,-0.3863959
157.5897,28.73611,173.351,-0.3863959
157.6448,28.75,173.418,-0.3863959
157.6117,28.76389,173.484,-0.3863959
157.5613,28.77778,173.551,-0.3863959
157.6107,28.79167,173.618,-0.3863959
157.5405,28.80556,173.684,-0.3863959
157.5513,28.81944,173.751,-0.3863959
157.5856,28.83333,173.818,-0.3863959
157.6081,28.84722,173.884,-0.3863959
157.5891,28.86111,173.951,-0.3863959
157.5956,28.875,174.018,-0.3863959
157.5412,28.88889,174.084,-0.3863959
157.5449,28.90278,174.151,-0.3863959
157.5433,28.91667,174.218,-0.3863959
157.5239,28.93056,174.284,-0.3863959
157.497,28.94444,174.351,-0.3863959
157.553,28.95833,174.418,-0.3863959
157.5217,28.97222,174.484,-0.3863959
157.5185,28.98611,174.551,-0.3863959
157.5407,29,174.618,-0.3863959
157.5053,29.01389,174.684,-0.3863959
157.4952,29.02778,174.751,-0.3863959
157.5139,29.04167,174.818,-0.3863959
157.5077,29.05556,174.884,-0.3863959
157.5421,29.06944,174.951,-0.3863959
157.5591,29.08333,175.018,-0.3863959
157.5185,29.09722,175.084,-0.3863959
157.5213,29.11111,175.151,-0.3863959
157.5862,29.125,175.218,-0.3863959
157.5296,29.13889,175.284,-0.3863959
157.5175,29.15278,175.351,-0.3863959
157.5471,29.16667,175.418,-0.3863959
157.5213,29.18055,175.484,-0.3863959
157.5123,29.19444,175.551,-0.3863959
157.5453,29.20833,175.618,-0.3863959
157.5142,29.22222,175.684,-0.3863959
157.5068,29.23611,175.751,-0.3863959
157.5143,29.25694,175.818,-0.3863959
157.5074,29.26389,175.884,-0.3863959
157.5079,29.27778,175.951,-0.3863959
157.5568,29.29167,176.018,-0.3863959
157.512,29.3125,176.084,-0.3863959
157.4972,29.32639,176.151,-0.3863959
157.5124,29.34028,176.218,-0.3863959
157.4867,29.35417,176.284,-0.3863959
157.4643,29.36806,176.351,-0.3863959
157.5078,29.38194,176.418,-0.3863959
157.4837,29.39583,176.484,-0.3863959
157.528,29.40972,176.551,-0.3863959
157.5296,29.42361,176.618,-0.3863959
157.4703,29.4375,176.684,-0.3863959
157.4697,29.45139,176.751,-0.3863959
157.5203,29.46528,176.818,-0.3863959
157.4792,29.47917,176.884,-0.3863959
157.474,29.49306,176.951,-0.3863959
157.5181,29.50694,177.018,-0.3863959
157.4887,29.52083,177.084,-0.3863959
157.4884,29.53472,177.151,-0.3863959
157.5044,29.54861,177.218,-0.3863959
157.4938,29.5625,177.284,-0.3863959
157.4869,29.57639,177.351,-0.3863959
157.5087,29.59028,177.418,-0.3863959
157.4916,29.60417,177.484,-0.3863959
157.4887,29.61805,177.551,-0.3863959
157.5456,29.63194,177.618,-0.3863959
157.5108,29.64583,177.684,-0.3863959
157.4773,29.65972,177.751,-0.3863959
157.4891,29.67361,177.818,-0.3863959
157.4446,29.6875,177.884,-0.3863959
157.4255,29.70139,177.951,-0.3863959
157.4492,29.71528,178.018,-0.3863959
157.4694,29.72917,178.084,-0.3863959
157.4333,29.74305,178.151,-0.3863959
157.4804,29.75694,178.218,-0.3863959
157.4476,29.77083,178.284,-0.3863959
157.4405,29.78472,178.351,-0.3863959
157.4343,29.79861,178.418,-0.3863959
157.3987,29.8125,178.484,-0.3863959
157.3588,29.82639,178.551,-0.3863959
157.4092,29.84028,178.618,-0.3863959
157.3895,29.85417,178.684,-0.3863959
157.3716,29.86806,178.751,-0.3863959
157.3941,29.88194,178.818,-0.3863959
157.3546,29.89583,178.884,-0.3863959
157.3408,29.90972,178.951,-0.3863959
157.3569,29.92361,179.018,-0.3863959
157.3415,29.9375,179.084,-0.3863959
157.3456,29.95139,179.151,-0.3863959
157.4037,29.96528,179.218,-0.3863959
157.3468,29.97917,179.284,-0.3863959
157.3351,29.99306,179.351,-0.3863959
157.3538,30.00695,179.418,-0.3863959
157.3097,30.02083,179.484,-0.3863959
157.3249,30.03472,179.551,-0.3863959
157.3595,30.04861,179.618,-0.3863959
157.3536,30.0625,179.684,-0.3863959
157.3506,30.07639,179.751,-0.3863959
157.372,30.09028,179.818,-0.3863959
157.3392,30.11111,179.884,-0.3863959
157.3185,30.125,179.951,-0.3863959
157.3298,30.13889,180.018,-0.3863959
157.2939,30.15278,180.084,-0.3863959
157.2947,30.16667,180.151,-0.3863959
157.3491,30.17361,180.218,-0.3863959
157.3199,30.19444,180.284,-0.3863959
157.3075,30.20833,180.351,-0.3863959
157.3235,30.22222,180.418,-0.3863959
157.286,30.23611,180.484,-0.3863959
157.2664,30.25,180.551,-0.3863959
157.2859,30.26389,180.618,-0.3863959
157.2611,30.27778,180.684,-0.3863959
157.2409,30.29167,180.751,-0.3863959
157.2756,30.30556,180.818,-0.3863959
157.2677,30.31944,180.884,-0.3863959
157.2664,30.33333,180.951,-0.3863959
157.2839,30.34722,181.018,-0.3863959
157.2514,30.36111,181.084,-0.3863959
157.221,30.375,181.151,-0.3863959
157.2601,30.38889,181.218,-0.3863959
157.255,30.40278,181.284,-0.3863959
157.2469,30.41667,181.351,-0.3863959
157.2683,30.43056,181.418,-0.3863959
157.2478,30.44445,181.484,-0.3863959
157.2329,30.45833,181.551,-0.3863959
157.2515,30.47222,181.618,-0.3863959
157.2317,30.48611,181.684,-0.3863959
157.2287,30.5,181.751,-0.3863959
157.2619,30.51389,181.818,-0.3863959
157.2,30.52778,181.884,-0.3863959
157.1695,30.54167,181.951,-0.3863959
157.1573,30.55556,182.018,-0.3863959
157.1609,30.56945,182.084,-0.3863959
157.145,30.58333,182.151,-0.3863959
157.2221,30.59722,182.218,-0.3863959
157.1874,30.61111,182.284,-0.3863959
157.1855,30.625,182.351,-0.3863959
157.1735,30.63889,182.418,-0.3863959
157.168,30.65278,182.484,-0.3863959
157.0665,30.66667,182.551,-0.3863959
157.0763,30.68056,182.618,-0.3863959
157.045,30.69444,182.684,-0.3863959
157.0684,30.70833,182.751,-0.3863959
157.1378,30.72222,182.818,-0.3863959
157.1829,30.73611,182.884,-0.3863959
157.1269,30.75,182.951,-0.3863959
157.133,30.76389,183.018,-0.3863959
157.087,30.77778,183.084,-0.3863959
157.0814,30.79167,183.151,-0.3863959
157.0855,30.80556,183.218,-0.3863959
157.0669,30.81944,183.284,-0.3863959
157.0394,30.83333,183.351,-0.3863959
157.1006,30.84722,183.418,-0.3863959
157.0549,30.86111,183.484,-0.3863959
157.0259,30.875,183.551,-0.3863959
157.0312,30.88889,183.618,-0.3863959
156.9955,30.90278,183.684,-0.3863959
156.9934,30.91667,183.751,-0.3863959
157.0474,30.93056,183.818,-0.3863959
157.0322,30.94444,183.884,-0.3863959
157.0175,30.95833,183.951,-0.3863959
157.0334,30.97222,184.018,-0.3863959
157.0094,30.98611,184.084,-0.3863959
156.9747,31.00695,184.151,-0.3863959
156.9893,31.02083,184.218,-0.3863959
